DATA_COMMENTO;CODICE_PRODOTTO;NOME_PRODOTTO;CATEGORIA_PRODOTTO;SITO_ORIGINE;RATING_ORIGINALE;TESTO_COMMENTO;ID_PRODOTTO;SITO_ECOMMERCE;TESTO_ORIGINALE
2022-01-15;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Deep ruby in color with aromas of ripe red fruit, oak and forest floor. Medium dryness, medium tannins, medium high acidity, medium alcohol with flavours of black currant, cassis, fig, jam, leather, vanilla. Medium finish. Very good. 
2023-08-17;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Intensive and little rough in nose, in mouth much better, sweet and juicy on the beginning, spicy and little tannic in a few seconds. Plum, vanilla, chocolate, oak, pepper. Long, smooth, pleasant spicy finish. Very good, expressive, complex Amarone.
2024-09-27;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;A dirty, gorgeous wine! Through their process, they dry the pumice and then re-ferment it. A color of vintageruby. A beautiful aroma of musk, smoke, black tea, chili, cocoa, coffee, and dried dark fruit. A flavor blend of red fruit, light spice notes and cloves, dark chocolate cherries, and oak notes. Wonderfully balanced.   Vintage - 2017 Tasted in wine class
2025-09-19;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;A delightful taste.  Cocoa nibs, dried figs and plums.  The nose is haunting and it brings a silky texture to the palate.  This wine will be a capable dinner guest for any red proteins.  Plenty of structure but the tannins are fine grained and well balanced.
2021-04-30;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Absolutely fantastic Amarone. Smooth and juicy, big and bold, fragrant and elegant. Powerful stuff. Plum, raisins, figs, leather, cherry, caramel. Got better glass on glass and by the end was simply majestic. 
2023-11-19;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;Leather, tobacco, and earthy notes on the nose. A beautiful velvety chocolate taste, very subtle on the fruit notes but not withheld too much. Slight notes of dark fruit and plum.  I could feel the stress leaving my body with each relaxing sip. Surprisingly smooth. One of my favorites.
2023-04-30;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;Ripe black-skinned fruit (mostlycherry with some ripe plum), flowers, and baking with a whiff of cedar. Concentrated but still elegant with smooth, structured flavors. The first taste is  prune marinated in spirits, followed by black cherry, licorice and cocoa framed in velvety tannins. Really a great Amarone for the price. 
2019-07-14;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;4,3/5 Wonderful! Ripe red fruit dominating on the nose with hints of orange crunchy and taste of chocolate, little bit of raisins and again red berries! Well balanced and very enjoyable. Well recommended!
2024-04-14;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;2017 4.5 pts  I have been coravining this vintage to find a perfect pairing with Desi food. Plum, dark chocolate, and high alcohol content define this Amarone. I found a perfect match on this Eid-ul-Fitre. Spicy flavors of kachcha gosht mutton biryani elevated this already perfect bottle. Spice and high alcohol content don't usually go well. This paring was a divine exception!
2022-04-28;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Really good. Grapes were dehydrated 105 days before ferment, giving it a robust body. Very spice-forward, with anise, baking spices, pepper, black fruits. Tannic, medium acidity. Heavier on alcohol, perfect with pairing with something robust and spicy (paired with Mexican-inspired dishes at Alinea, poached squash with mole, etc) 
2021-12-25;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Lovely smooth Italian red. Subtle notes of dark fruits, cherry, strawberry, pepper. Nice warmth and enjoying it on this Christmas Day!
2025-12-01;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;A great example of an amarone, with everything dialled up to 11. Huge intensity, body, acidity, tannins and alcohol. Notes of cooked red cherry, red and black plum, liquorice, vanilla, leather and meaty.
2020-05-24;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;This was an amazing wine to end the evening with! Medium ruby colour, aromas of black licorice, mushroom, tobacco. Good acidity and tannins. After some breathing in the glass, you get a full body with a long finish. Flavours were complex and included plum, leather, and cherry. Very smooth. Looses bit of its expressiveness after some time in the glass. Time to drink the 2011 year? 
2025-07-05;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;This is a winner.  It started with raisins the moment we opened it and the smooth layered tastes validated its specialness.  We enjoyed the fruit, the hint of valpolicello earth, and the quality construction of this wine.  As a fan of Amarone , this is one of the better wines — especially when factoring the moderate price point.  Oca Bianca, Santa Margherita Ligure 2025.  🇮🇹🏆
2023-10-18;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;Plum, blackcurrant, pepper, ruby, light tannic. Never expect so impressive. Mid complexity. But can't breath too long, the taste will become lighter. plum pepper black fruit
2021-05-29;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Black ruby color black currant nosed good tannin spicy, earthness well balanced  good jammy nice wine.weaker than speri 2015
2021-05-28;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Nose: dark fruits, light cedar Tastes: BlackBerry, oak, hint of coffee, minerals on the finish.  Medium body. 
2023-10-16;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;A classical style amarone cherry chocolate plum oak raisin leather tobacco vanilla blackberry coffee earthy
2018-10-27;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;High quality Amarone, with nothing to regret for this price. Oaky, spicy with decent leather notes. Worth to try 
2020-12-28;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Really great. Full-bodied, smooth. Had at Christmas dinner and went well. Great to drink on its own. Paid $35 CAD. Would definitely buy again
2022-04-26;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Fantastic! Complex, rich aroma, ripe fruit and dark chocolate tones, super smooth finish. Classy stuff
2023-12-18;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Very good and flavourful   Dark chocolate and blackberry  Cheese, vanilla and various taste  Really good to enjoy.
2023-11-10;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;cherry chocolate plum oak raisin Classic Amarone wine. Long finish. High intensity. Flowing in mouth.
2019-11-29;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Deep purple ruby colour, rich, ripe, plummy cherry aromas and flavours with hints of chocolate, spice and earth, full- bodied with a firm, long finish
2018-11-19;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Dry oaky fruity smooth delicious Tesco 
2022-03-09;;Costasera - Amarone Classico DOCG;;;5.0;;MA-AMAR-CS-01;Vivino; plum chocolate smoke cherry sour cherry vanilla black raisin blackberry dark fruit clove mocha cedar coffee balsamic black fruit blueberry
2019-10-11;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Delicious smooth. Strong caramel hints. 
2019-09-07;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Bold with spice
2024-11-19;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;Chocolate, oak, tobacco, really cool stuff.
2022-05-26;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Coffee hazelnut tobacco cherry blueberry leather pepper   단짠 단짠  최고입니다.
2024-11-13;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Really nice dry red. Cherry heavy alcohol nose, slightly sweet
2020-01-01;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;cherry chocolate raisin tobacco Long and complex. Very well balanced. Smooth tannins
2019-08-28;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;4.3 nice amarone for the price.
2020-09-15;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Full body, slightly more acidic/dry than average 
2022-03-23;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Damn good, oak and spice nicely balanced and a long finish 
2021-09-10;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Very bold, but not overpowering. Beautiful glass with my bolognese. 
2023-12-19;;Costasera - Amarone Classico DOCG;;;4.2;;MA-AMAR-CS-01;Vivino;Ruby in colour. On the nose is has cured meat, red fruit and dill. On the palate it was balanced with firm tannins. A real treat.
2017-04-16;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Velvet smooth, full body and deep
2021-08-13;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Delicious, very rich mouthfeel and tannic, great length and body, notes of chocolate
2023-08-13;;Costasera - Amarone Classico DOCG;;;4.2;;MA-AMAR-CS-01;Vivino;Amazing fruity Amarone! Strawberry, cherry, chocolate, oak, vanilla, plum. Amazing mix of everything. Very smooth and kinda sweety wine.
2022-12-10;;Costasera - Amarone Classico DOCG;;;4.6;;MA-AMAR-CS-01;Vivino;Excellent! Extra bold flavors - fruity and vanilla. Very similar to Amarone.
2019-08-17;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Powerful amarine. Hints of red berries. 
2025-01-01;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;Great pour by the glass at NYE dinner.
2021-10-10;;Costasera - Amarone Classico DOCG;;;5.0;;MA-AMAR-CS-01;Vivino;Wow , this was as usual a sensational wine, full of plummy, chocolate infused flavours, a truly amazing masterclass in Amarone, outstanding wine!
2019-10-28;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Plum chocolate and leather. 
2022-07-24;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;One of 4 wines we tasted at a lunch at the winery. Excellent as to be expected. 
2020-11-07;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Special wine for me.   cherry raisin oak chocolate leather
2019-11-04;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;cherry chocolate oak plum 
2020-11-08;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;2011  cherry raisin chocolate oak plum
2020-02-01;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Prune, leather, oak 
2020-11-12;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Blueberry, red plum, raisin, violet, cloves, nutmeg, forest floor 
2019-03-19;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Excellent amarone. Lots of deep cherry fruit, nice acidity. Great with Italian food 
2018-09-08;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Dark fruits, fired rose and liquorice. Intense and full body, with long finish.
2022-12-19;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;Great balanced amarone.
2019-06-17;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Cassis dark fruit 
2018-11-03;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Ripe berry fruit flavor, light, airy. Well balanced. So delicious.
2021-10-25;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Excellent Amarone, long en bouche riche en arôme !
2021-03-06;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;4.3. vanilla flavours. Red fruit with some well structured tannins 
2026-04-13;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;cherry chocolate plum oak raisin leather tobacco vanilla blackberry blackberry
2022-09-16;;Costasera - Amarone Classico DOCG;;;4.6;;MA-AMAR-CS-01;Vivino;Great value Amarone
2025-09-15;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Light and smooth. Cherry and plum. Very drinkable
2024-06-03;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;Sophisticated and smooth
2024-05-11;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Classic and reliable, but not boring - will always hit chocolate plum oak leather raisin
2019-11-07;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;4.3.. try last night.  good... complicated and enjoyable for 1.5 hours
2025-09-23;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;Really good rich wine with a mix complexity of flavors but all well balanced.
2022-04-03;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Amarone with a leather to peaty taste. Pair with veal or beef. Could go with BBQ. Sweet and strong. Complex flavor
2025-09-01;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;cherry prune red fruit vanilla leather chocolate cinnamon cedar
2026-01-05;;Costasera - Amarone Classico DOCG;;;4.2;;MA-AMAR-CS-01;Vivino;Med to full bodied. Sweet(1.5), acidic(1), tannic(2), fruity(2, cherry skin> cherry> raspberry). Big bold, balanced. Nice and juicy to hold up to the tannins. $80
2019-01-31;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Beautiful deep rich aromas of stews.fruits , and a complex taste of ripe berries, leathery oak
2025-11-22;;Costasera - Amarone Classico DOCG;;;4.3;;MA-AMAR-CS-01;Vivino;Great nose cherry plum Then delicate and medium body. cherry chocolate plum leather Very well balanced
2021-12-24;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;It’s a very good and slightly deceiving wine. It’s light when poured, it’s earthy, strong and dark fruits on the nose. But the taste is almost opposite it’s smooth, light with fruit and a lovely aftertaste. It’s a fantastic wine and well made. It’s strong 15% - we paired with Italian Ham and Pasta
2023-12-24;;Costasera - Amarone Classico DOCG;;;4.2;;MA-AMAR-CS-01;Vivino;2012 Coconut and red fruit on the nose and fast legs. This is only a 15% amarone. It is wonderfully balanced and the coconut gives it a sense of sweetness. Tannins have integrated.
2023-04-26;;Costasera - Amarone Classico DOCG;;;4.2;;MA-AMAR-CS-01;Vivino;Nose oak, dried cherry, plum, slight alcohol buzz. Leather, tobacco.  Tongue chocolate, blueberry, oak, tannin. Good quality amarone. Sweet. Love this amarone. 지난번 아마로네보다 퀄리티가 훨씬 높다. 
2023-11-08;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;cherry chocolate tobacco vanilla oak plum
2023-09-25;;Costasera - Amarone Classico DOCG;;;4.1;;MA-AMAR-CS-01;Vivino;Savoury rich nose, dark fruits Concentrated palette, chocolate 80%, prunes and ripen dark fruits. Leather. Lean and fit body. Medium long finish. Very elegant, could still age for a long more. 91
2022-04-03;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Cotton candy on the nose, dark fruit with a hint of smoke. Full bodied with a medium finish.
2019-12-30;;Costasera - Amarone Classico DOCG;;;4.0;;MA-AMAR-CS-01;Vivino;Awesome full body wine.  Had at restaurant in Florida and was impressed at the “by the glass” wine and price.  Would definitely buy again. 
2023-04-19;;Costasera - Amarone Classico DOCG;;;4.7;;MA-AMAR-CS-01;Vivino;wonderful concentration of flavors, blueberry, softness to it, floral aroma, underlying baking spices, long finish almost like fudge 
2021-08-05;;Costasera - Amarone Classico DOCG;;;4.0;;MA-AMAR-CS-01;Vivino;Plum, fig, and jammy notes call for hearty dishes such as Osso Buco, but sharp cheeses such as parmesan create a scintillating contrast. 
2024-03-24;;Costasera - Amarone Classico DOCG;;;4.1;;MA-AMAR-CS-01;Vivino;A splendid well structured Amarone. 2 hour decant. Full bodied, juicy and nice balance. Nose of plum, cherry, chocolate and cedar. Flavors of plum, black cherry, prune, chocolate, tobacco, vanilla, anise and baking spice. Long warm finish of tobacco, raisins and baking spice.
2023-05-26;;Costasera - Amarone Classico DOCG;;;4.4;;MA-AMAR-CS-01;Vivino;Full bodied, jammy and bold. Deep ruby red color and extremely balanced. 
2019-07-03;;Costasera - Amarone Classico DOCG;;;4.5;;MA-AMAR-CS-01;Vivino;Clean, medium to deep garnet appearance. At the nose, clean with medium intensity and flavors of red, black fruits and notes of oak. At the palate, dry, medium to high acidity, full body wine high in tannins. Aromas of red, black fruits with vanilla notes, long finish. Outstanding balanced wine with lenght, intensity and complexity.
2024-04-26;;Costasera - Amarone Classico DOCG;;;4.7;;MA-AMAR-CS-01;Vivino;Cherry cola tobacco very very good
2025-05-25;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Not as smoothe as I hoped but blackberry and cherry flavors. Light red Cor and dry and acidity is medium and lots of tannins to me.
2018-07-05;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Had the magnum once and the normal bottle 2 times! A bit ripasso style, dried fruits, spices and some acidity. Quite nice and entry wine from Masi
2022-10-16;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Cherry, oak and plum classic flavours. Quite  heavy with the smoke of tobacco and hint of cocoa and leather. Very satisfying on an autumnal eve.
2023-01-22;;Campofiorin - Rosso Verona IGT;;;3.8;;MA-ROVE-CF-01;Vivino;Pepper blackfruit leather slightly earthy.   Pairs well with a variety of selections.   Happy to see this on a table with friends on any occasion!
2020-12-30;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Cherry notes on the palate with a moderate oak presence. Tobacco and raspberry notes on the finish (medium). Slightly acidic with well rounded tannins.
2021-02-28;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Good garnet colour. Very smooth start with complex flavors make me get good feeling.  Better than expected in both  aroma and tastes. Good balance for these price. 
2024-09-10;;Campofiorin - Rosso Verona IGT;;;3.9;;MA-ROVE-CF-01;Vivino;Not a bad Italian, soft on the finish. Starts with tar and cedar plus cherry on the nose. On the palate aromas of vanilla plum and a bit of more red fruit
2023-09-12;;Campofiorin - Rosso Verona IGT;;;4.2;;MA-ROVE-CF-01;Vivino;Had at Morettis, really lovely, not too heavy, acidic and slightly sour. Went great with bread with herby-butter and veal.  Steve and I both really liked.
2023-03-16;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;Like a baby amarone.  👃🏻 red fruit, plum, fig, eucalyptus 👅 Red fruit, spice, pepper, cedar, leather  Medium acidity, medium tannins. Nice dry finish. Wish it had more depth.
2025-07-19;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;cherry oak plum red fruit raspberry pepper raisin red cherry tomato floral and full of red fruits but acl pops a little. Simple finish, slight jammy but also acidity makes balance.
2019-06-11;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Fruit forward with dark fruits and good balance. Not too fruity to be boring but not a very complex wine. The blend does make it more interesting and rich in flavours. Pleasant texture. Good VFM.
2021-12-30;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Still good value appassimento. Overpriced at some restaurants but with the rich cherry, mellow tannins, cloves and oak finish, it’s a nice safe bet for most wine drinkers.
2024-08-31;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Good wine in a Ripasso style I typically enjoy. Oak, licorice and forest floor on the nose. Plum skin and smoke on the palette. Relatively complex and opened up throughout the evening.
2019-04-07;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Pronounced with intense red fruit and black fruit of cherries and berries. Full bodied and very smooth. Highly tannic with a medium plus finish. £12.99 and fantastic for the price. Very drinkable
2019-01-05;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;This is a really solid wine for the price, one of my go- to table wines. Can be had for under $11 at certain spots. Decent balance, tangy, red fruit, smooth finish with lingering soft red pepper. Fragrant nose with a hint of vanilla and maybe herbs and raisin. This is a consistent QPR winner. 
2021-08-11;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;3.7-/5.0 Campofiorin is usually quite nice, but guess 12 too old for this one.  Drying red and black fruits, cherry, blackcurrant, plum, pepper, leather, oak notes. Medium acidity, medium body, smooth tannins. Med. 13% alcohol.  Resume: good, drink now, don't worth to wait.  Blind tasting, prof.vs wine lovers, 08.2021
2022-06-29;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;3.65/3.7 ⭐️ Well known producer experienced in the appasimento method.   👁 Ruby but with purple tinges - still young (shows it can age!), herbal bit earthy, forest floor.   👃 & 👅 - dried cherries, carob (harrub), prune, rasien animal some leather, vanilla, some buttery/creamy texture - subtle herbal and oak. Dried fruit - rasins fig prune, jamminess in the wine.   M+/hi acidity, very long finish, deep intensity.   //IWF22 MCW3
2025-09-17;;Campofiorin - Rosso Verona IGT;;;3.8;;MA-ROVE-CF-01;Vivino;Grant brought over and it was quite nice. This doesn’t offend the taste buds as it’s a rather straightforward bottle with plum notes with rounded oak and just a hint of vanilla on the nose. Not a lot of structure but it’s still great in a pinch.
2024-12-09;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;A glowing ruby color with an amazing jolt of espresso aroma plus green tobacco, cinnamon, Mexican vanilla. The palate is well balanced with fine grained tannins, silky mouthfeel and a long chocolate finish. Cheers!
2024-12-09;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;Espresso jumps out on the aromas, prunes, dark chocolate, green tobacco, vanilla, cinnamon. Palate baker’s chocolate, dark fruit, coffee, prune, leather. Velvety finish. Cheers my wine friends and have a wonderful day!🍷
2020-02-17;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Incredibly easy to make it disappear! Restrained and well balanced. What a cracking wine for the price.  Black cherry, blackcurrant, barbecue meat aromas. Dry with flavours of vanilla, oak, leather, blackberry, raisin, pepper and a long finish. 
2025-12-31;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Vintage 2021 - Opened 2025. Beautiful clean medium ruby colour. Nose is full of red fruit, cherry, red currant, slight blueberry, oak, vanilla. On the palate it is very good, clean, primarily red fruit again, same as on the nose, with some dark fruit (blackberry, blueberry, jam) more in the background, wonderful creamy texture, oak, vanilla, light-medium body, soft-medium tannins, medium acidity, dry. Finish is medium, with a slightly bitter after-taste, with dried fruit, plum, jammy. Very good red wine from Masi.
2024-11-25;;Campofiorin - Rosso Verona IGT;;;3.9;;MA-ROVE-CF-01;Vivino;cherry oak vanilla plum leather red fruit tobacco blackberry earthy raspberry chocolate cheese pepper licorice mushroom
2025-01-05;;Campofiorin - Rosso Verona IGT;;;4.2;;MA-ROVE-CF-01;Vivino;One of my favorite wines, smooth and complex at once. Pair it with some meat or just sip it after dinner
2025-03-16;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;Dark ruby red with medium heavy/bold body. Notes of pepper,  tobacco, raspberry,  black fruit, and  leather.
2022-09-10;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;cherry raspberry strawberry leather tobacco raisin Intense Good acidity Soft tannins Balanced Complex Long
2023-05-06;;Campofiorin - Rosso Verona IGT;;;3.9;;MA-ROVE-CF-01;Vivino;Subtle dark cherry nose and initial taste. Fairly dry all these through. Finishes earthy and dryer than initial taste. 
2022-09-02;;Campofiorin - Rosso Verona IGT;;;3.8;;MA-ROVE-CF-01;Vivino;Wine club 2022. Not sure which month. Not bad. Had this with some pasta. Nice, light, dark cherry 🍒 on the nose.
2024-05-11;;Campofiorin - Rosso Verona IGT;;;3.8;;MA-ROVE-CF-01;Vivino;Ruby in the glass. On the nose it has raisins, raspberry, and cedar  on the palate it is well balanced
2022-12-13;;Campofiorin - Rosso Verona IGT;;;3.8;;MA-ROVE-CF-01;Vivino;cherry red fruit vanilla oak chocolate cheese smoke raisin prune violet clove baking spice coffee licorice 
2017-10-30;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Nice fruity and complete red with main notes of plum and black cherry with a mild vanilla and licorice
2024-05-18;;Campofiorin - Rosso Verona IGT;;;3.8;;MA-ROVE-CF-01;Vivino;Dinner with friends from the fencing club. Red fruit and chocolate, silky tannins, medium to bold body.
2018-09-24;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;I could not find the 50th anniversary here but it was very good and tastes like an expensive wine. Not so heavy either.
2021-10-24;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Oak, cherry and plum. One of go to’s
2024-06-27;;Campofiorin - Rosso Verona IGT;;;3.9;;MA-ROVE-CF-01;Vivino;cherry oak vanilla plum tobacco
2019-06-17;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Cherry sweet Spices 
2022-07-10;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;Lovely dependable bottle. Don’t let this wine get warm and aerate.
2020-04-15;;Campofiorin - Rosso Verona IGT;;;3.5;;MA-ROVE-CF-01;Vivino;A nice Northern Italian table wine, moderately bold with bright red fruit flavors, a hint of oak and leather and a short dry finish.
2017-03-01;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Rich and smooth. A lot of character but very smooth too. Herbs and licorice. 
2021-09-14;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Add to good list.  Available in states 
2018-11-14;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Nice cherry and sweet spice. Well balanced tannins and acidity.
2019-08-04;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Terror red Italian wine. Very good with good. Cherry. Very smooth. Would certainly buy again. 
2020-06-17;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Fruit heavy red, if you enjoy Cali Cabs, try this
2023-06-06;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;Lively cherry, vanilla, plum and red fruit.
2023-09-29;;Campofiorin - Rosso Verona IGT;;;3.7;;MA-ROVE-CF-01;Vivino;Medium red ruby, smoky, tobacco, wood chips, cherry
2025-05-08;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Nice full red, delicious as every wine from mask
2021-09-27;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Had At Giovanni in Nashville at bar by myself very good!  
2020-09-22;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Smells like a dusty porch, very cherry 
2024-11-16;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Complexity in flavors. Can taste the roots, vines. Nice expression of terroir cherry earthy
2021-09-27;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Vanilla, Leather, oak and red berry taste with a smooth aftertaste of cherry
2022-03-06;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;Notes of cherry 
2020-10-11;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino; cherry oak plum
2020-04-06;;Campofiorin - Rosso Verona IGT;;;4.0;;MA-ROVE-CF-01;Vivino;In Aktion kaufen
